Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 1] Imagem 1MB,2416,0,42,637.2475370687041,25.43136299982507,10494.774882000002,32529.0,77.52177698510543,0.0,42,49,59,70,130,10000,10000,10000,10000,10000,10000
,Aggregated,2416,0,42,637.2475370687041,25.43136299982507,10494.774882000002,32529.0,77.52177698510543,0.0,42,49,59,70,130,10000,10000,10000,10000,10000,10000
