Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 3] Imagem 300KB,11751,6319,380,1701.9964685763691,2.070055999865872,7352.147777000027,14334.108586503276,272.7762499689519,146.68310131510572,380,2900,3600,3900,4500,5000,5700,6100,7000,7300,7400
,Aggregated,11751,6319,380,1701.9964685763691,2.070055999865872,7352.147777000027,14334.108586503276,272.7762499689519,146.68310131510572,380,2900,3600,3900,4500,5000,5700,6100,7000,7300,7400
