Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 3] Imagem 300KB,4988,0,1900,1943.9619763937467,29.62274499986961,4785.357890000341,30962.0,140.64819505909173,0.0,1900,2200,2400,2600,3000,3300,3600,3800,4300,4800,4800
,Aggregated,4988,0,1900,1943.9619763937467,29.62274499986961,4785.357890000341,30962.0,140.64819505909173,0.0,1900,2200,2400,2600,3000,3300,3600,3800,4300,4800,4800
