Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 2] Texto 400KB,3530,30,1700,1543.5170282974534,3.40846800008876,3721.8789529997593,223989.09348441925,192.9734544889363,1.6400010296510168,1700,2100,2200,2400,2600,2900,3000,3100,3500,3700,3700
,Aggregated,3530,30,1700,1543.5170282974534,3.40846800008876,3721.8789529997593,223989.09348441925,192.9734544889363,1.6400010296510168,1700,2100,2200,2400,2600,2900,3000,3100,3500,3700,3700
