Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 2] Texto 400KB,3039,0,46,91.68965908685809,27.310936000503716,920.3064060002362,133045.0,97.51651563025779,0.0,46,57,74,95,160,360,660,770,890,920,920
,Aggregated,3039,0,46,91.68965908685809,27.310936000503716,920.3064060002362,133045.0,97.51651563025779,0.0,46,57,74,95,160,360,660,770,890,920,920
