Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 2] Texto 400KB,11002,6000,680,1855.774372685871,2.273055999467033,7895.610726000086,60504.19969096528,261.9673589481588,142.86531118787065,680,3300,3900,4100,4700,5200,5800,6100,7100,7500,7900
,Aggregated,11002,6000,680,1855.774372685871,2.273055999467033,7895.610726000086,60504.19969096528,261.9673589481588,142.86531118787065,680,3300,3900,4100,4700,5200,5800,6100,7100,7500,7900
