Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 3] Imagem 300KB,4792,0,2100,2030.5634066798839,31.009293999886722,4327.475201000198,30962.0,135.37298067725283,0.0,2100,2400,2600,2700,3000,3300,3500,3700,4300,4300,4300
,Aggregated,4792,0,2100,2030.5634066798839,31.009293999886722,4327.475201000198,30962.0,135.37298067725283,0.0,2100,2400,2600,2700,3000,3300,3500,3700,4300,4300,4300
