Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 1] Imagem 1MB,3066,0,44,94.82502507925274,25.300573000095028,774.9456830001691,32529.0,97.8991951797771,0.0,44,57,78,100,220,410,590,670,750,770,770
,Aggregated,3066,0,44,94.82502507925274,25.300573000095028,774.9456830001691,32529.0,97.8991951797771,0.0,44,57,78,100,220,410,590,670,750,770,770
