Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 1] Imagem 1MB,283,0,27,134.92446428973741,20.742856999731885,592.2571240002981,32152.0,56.44695290617,0.0,27,81,220,300,450,520,570,580,590,590,590
,Aggregated,283,0,27,134.92446428973741,20.742856999731885,592.2571240002981,32152.0,56.44695290617,0.0,27,81,220,300,450,520,570,580,590,590,590
