Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 2] Texto 400KB,10094,5473,1300,2252.43872236091,2.5073729998439376,10815.792829000202,60915.91014464038,237.8152178434243,128.94419330860524,1300,3600,4400,4800,5500,6300,7400,8200,9200,9900,11000
,Aggregated,10094,5473,1300,2252.43872236091,2.5073729998439376,10815.792829000202,60915.91014464038,237.8152178434243,128.94419330860524,1300,3600,4400,4800,5500,6300,7400,8200,9200,9900,11000
