Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 3] Imagem 300KB,4174,25,620,957.2097826648325,13.996676000260777,11637.814359999993,30577.75227599425,241.16866053322843,1.4444696965334716,620,810,930,1000,1300,2400,9000,11000,11000,12000,12000
,Aggregated,4174,25,620,957.2097826648325,13.996676000260777,11637.814359999993,30577.75227599425,241.16866053322843,1.4444696965334716,620,810,930,1000,1300,2400,9000,11000,11000,12000,12000
