Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 3] Imagem 300KB,4706,0,2100,2110.248761395033,64.94159199974092,4870.525850999911,30962.0,133.58447152239785,0.0,2100,2400,2700,2800,3100,3400,3700,3900,4600,4900,4900
,Aggregated,4706,0,2100,2110.248761395033,64.94159199974092,4870.525850999911,30962.0,133.58447152239785,0.0,2100,2400,2700,2800,3100,3400,3700,3900,4600,4900,4900
