Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 2] Texto 400KB,3184,156,2000,1880.030002430903,2.0471279999583203,5166.990126999735,214840.59422110554,173.9314665426363,8.521767833119114,2000,2500,2800,2900,3200,3400,3700,4000,4800,5200,5200
,Aggregated,3184,156,2000,1880.030002430903,2.0471279999583203,5166.990126999735,214840.59422110554,173.9314665426363,8.521767833119114,2000,2500,2800,2900,3200,3400,3700,4000,4800,5200,5200
