Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[Cenario 2] Texto 400KB,4568,0,2200,2245.2398299872966,33.645514999989246,6137.440582999716,133045.0,129.01604421673227,0.0,2200,2600,2800,2900,3400,3700,4100,4500,5500,6100,6100
,Aggregated,4568,0,2200,2245.2398299872966,33.645514999989246,6137.440582999716,133045.0,129.01604421673227,0.0,2200,2600,2800,2900,3400,3700,4100,4500,5500,6100,6100
